id,title,budget,revenue,release_date,runtime,vote_average,vote_count,popularity,roi,release_year,release_month,release_quarter,release_day_of_week,is_summer,is_holiday,is_q1,genre_drama,genre_comedy,genre_thriller,genre_romance,genre_action,genre_horror,genre_crime,genre_documentary,genre_adventure,genre_science_fiction,genre_family,genre_mystery,genre_fantasy,genre_animation,genre_foreign,genre_count,cast_avg_roi,cast_avg_experience,num_top_actors,is_franchise,budget_log,budget_category,budget_micro,budget_low,budget_medium,budget_high,budget_blockbuster,runtime_category,runtime_short,runtime_standard,runtime_long,runtime_epic,popularity_quartile,popularity_q1,popularity_q2,popularity_q3,popularity_q4,vote_count_log,has_high_rating,years_since_release,is_recent
7510,Running with Scissors,12000000,6754898,2006-10-27,116,5.8,80,4.926507,-43.71,2006,10,4,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,4.394449154672439,0,14,0
1975,The Grudge 2,20000000,39143839,2006-10-13,102,5.3,288,6.768804,95.72,2006,10,4,4,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1,16.811242881518265,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.666426688112432,0,14,0
9895,Man of the Year,20000000,41237648,2006-10-09,115,5.8,129,7.018483,106.19,2006,10,4,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.811242881518265,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,4.867534450455582,0,14,0
8975,The Marine,20000000,22165608,2006-10-13,92,5.0,165,6.679168,10.83,2006,10,4,4,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,4.0,0.0,0.0,0.0,1,16.811242881518265,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.111987788356544,0,14,0
9672,Infamous,13000000,1151330,2006-11-16,110,6.4,60,5.169999,-91.14,2006,11,4,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,132.04019047619047,5.666666666666667,4.0,0,16.380459992348886,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,4.110873864173311,0,14,0
15005,One Night with the King,20000000,13391174,2006-10-13,123,6.1,12,3.660528,-33.04,2006,10,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.811242881518265,medium,False,False,True,False,False,long,False,False,True,False,q1,True,False,False,False,2.5649493574615367,0,14,0
1440,Little Children,26000000,14821658,2006-10-06,136,6.9,243,7.311148,-42.99,2006,10,4,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,17.073607134447293,high,False,False,False,True,False,long,False,False,True,False,q2,False,True,False,False,5.497168225293202,0,14,0
28932,F.I.S.T.,11,11,1978-04-26,145,6.5,30,3.566996,0.0,1978,4,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2.0,49.6895,3.5,4.0,0,2.4849066497880004,micro,True,False,False,False,False,long,False,False,True,False,q1,True,False,False,False,3.4339872044851463,0,42,0
18925,Facing the Giants,100000,10178331,2006-09-29,111,6.6,64,7.485908,10078.33,2006,9,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,11.51293546492023,micro,True,False,False,False,False,standard,False,True,False,False,q2,False,True,False,False,4.174387269895637,0,14,0
1523,The Last King of Scotland,6000000,48027970,2006-09-01,121,7.4,568,9.424157,700.47,2006,9,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,15.607270193858982,medium,False,False,True,False,False,long,False,False,True,False,q3,False,False,True,False,6.343880434126331,1,14,0
1378,Shortbus,2000000,5179037,2006-05-20,101,6.3,141,11.547748,158.95,2006,5,2,5,1,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,14.508658238524095,low,False,True,False,False,False,standard,False,True,False,False,q3,False,False,True,False,4.955827057601261,0,14,0
9693,Children of Men,76000000,69959751,2006-09-22,109,7.4,2120,14.114606,-7.95,2006,9,3,4,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,4.0,0.0,0.0,0.0,0,18.1462439114085,blockbuster,False,False,False,False,True,standard,False,True,False,False,q4,False,False,False,True,7.659642954564682,1,14,0
1124,The Prestige,40000000,109676311,2006-10-19,130,8.0,4510,16.94556,174.19,2006,10,4,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,17.50439003707821,high,False,False,False,True,False,long,False,False,True,False,q4,False,False,False,True,8.414274137408396,1,14,0
3683,Flags of Our Fathers,90000000,65900249,2006-10-18,132,6.7,532,9.224494,-26.78,2006,10,4,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.31532023940565,blockbuster,False,False,False,False,True,long,False,False,True,False,q3,False,False,True,False,6.278521424165844,0,14,0
14012,Flicka,15000000,21000000,2006-10-20,95,6.1,52,3.94159,40.0,2006,10,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.52356082573315,medium,False,False,True,False,False,standard,False,True,False,False,q1,True,False,False,False,3.970291913552122,0,14,0
14097,9th Company,9500000,24000000,2005-09-19,139,6.8,65,9.586723,152.63,2005,9,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.066802461833923,medium,False,False,True,False,False,long,False,False,True,False,q3,False,False,True,False,4.189654742026425,0,15,0
214,Saw III,10000000,163876815,2006-10-27,108,6.1,1104,14.938035,1538.77,2006,10,4,4,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,3.0,859.3050000000001,3.5,4.0,1,16.118095750958314,medium,False,False,True,False,False,standard,False,True,False,False,q4,False,False,False,True,7.007600613951853,0,14,0
21173,Death of a President,2000000,167000,2006-10-27,97,5.7,18,4.028906,-91.65,2006,10,4,4,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0,14.508658238524095,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,2.9444389791664403,0,14,0
43884,The Charge of the Light Brigade,1200000,2736000,1936-10-20,115,6.8,18,5.39865,128.0,1936,10,4,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,13.997832948091215,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,2.9444389791664403,0,84,0
11619,Flushed Away,149000000,64459316,2006-10-22,85,6.0,909,9.922577,-56.74,2006,10,4,6,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,4.0,0.0,0.0,0.0,0,18.819456870621146,blockbuster,False,False,False,False,True,short,True,False,False,False,q3,False,False,True,False,6.813444599510896,0,14,0
1427,Perfume: The Story of a Murderer,50000000,132180323,2006-09-13,147,7.1,1198,10.297304,164.36,2006,9,3,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0,17.72753358339242,high,False,False,False,True,False,long,False,False,True,False,q3,False,False,True,False,7.089243155027514,1,14,0
13767,The Santa Clause 3: The Escape Clause,12000000,84500122,2006-11-01,98,5.0,241,6.829528,604.17,2006,11,4,2,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,385.05,2.0,4.0,1,16.300417291085605,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.488937726156687,0,14,0
9726,A Good Year,35000000,42064105,2006-09-09,118,6.5,360,7.82187,20.18,2006,9,3,5,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,17.370858648025116,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,5.8888779583328805,0,14,0
10093,The Return,15000000,11992014,2006-11-10,85,5.1,61,9.338989,-20.05,2006,11,4,4,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.52356082573315,medium,False,False,True,False,False,short,True,False,False,False,q3,False,False,True,False,4.127134385045092,0,14,0
14799,For Your Consideration,12000000,5542025,2006-11-22,86,5.9,44,12.142183,-53.82,2006,11,4,2,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,short,True,False,False,False,q4,False,False,False,True,3.80666248977032,0,14,0
36557,Casino Royale,150000000,599045960,2006-11-14,144,7.3,3930,23.065078,299.36,2006,11,4,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1,18.8261458587272,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,8.27664912542186,1,14,0
9836,Happy Feet,100000000,384335608,2006-11-16,108,5.9,1457,15.088318,284.34,2006,11,4,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2.0,0.0,0.0,0.0,1,18.420680753952364,blockbuster,False,False,False,False,True,standard,False,True,False,False,q4,False,False,False,True,7.284820912568604,0,14,0
9809,Let's Go to Prison,4000000,4630045,2006-11-17,84,5.5,70,3.856827,15.75,2006,11,4,4,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,15.201805169084134,low,False,True,False,False,False,short,True,False,False,False,q1,True,False,False,False,4.262679877041316,0,14,0
7551,Déjà Vu,75000000,180557550,2006-11-22,126,6.6,1519,14.922904,140.74,2006,11,4,2,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.13299868483392,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,7.326465613840322,0,14,0
1581,The Holiday,85000000,194168700,2006-12-08,136,6.7,1259,14.043416,128.43,2006,12,4,4,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,18.258161826219297,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,7.138866999945524,0,14,0
313,Snow Cake,12000000,1381665,2006-02-09,112,7.3,51,11.556057,-88.49,2006,2,1,3,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,3.951243718581428,1,14,0
7873,Harsh Times,2000000,5967038,2005-09-11,120,6.3,198,7.659357,198.35,2005,9,3,6,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,14.508658238524095,low,False,True,False,False,False,standard,False,True,False,False,q2,False,True,False,False,5.293304824724492,0,15,0
2179,Tenacious D in The Pick of Destiny,22000000,13405595,2006-11-22,93,6.5,419,7.98193,-39.07,2006,11,4,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.906553056777135,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,6.040254711277414,0,14,0
1372,Blood Diamond,100000000,170877916,2006-12-07,143,7.4,2344,12.477872,70.88,2006,12,4,3,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.420680753952364,blockbuster,False,False,False,False,True,long,False,False,True,False,q4,False,False,False,True,7.76004068088038,1,14,0
9986,Charlotte's Web,85000000,144000000,2006-12-15,97,5.8,300,10.254314,69.41,2006,12,4,4,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,3.0,0.0,0.0,0.0,0,18.258161826219297,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,5.707110264748875,0,14,0
2486,Eragon,100000000,249288105,2006-12-14,104,4.9,990,9.851133,149.29,2006,12,4,3,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,4.0,0.0,0.0,0.0,0,18.420680753952364,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,6.898714534329988,0,14,0
1246,Rocky Balboa,24000000,155721132,2006-12-20,102,6.5,858,11.697604,548.84,2006,12,4,2,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,16.993564429978885,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,6.755768921984255,0,14,0
18615,Fur: An Imaginary Portrait of Diane Arbus,16800000,2281089,2006-08-30,122,5.8,73,5.108321,-86.42,2006,8,3,2,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,0,16.636889503897294,medium,False,False,True,False,False,long,False,False,True,False,q1,True,False,False,False,4.30406509320417,0,14,0
12795,Another Gay Movie,500000,745327,2006-04-28,92,5.2,48,5.978211,49.07,2006,4,2,4,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,1,13.122365377402328,micro,True,False,False,False,False,standard,False,True,False,False,q2,False,True,False,False,3.8918202981106265,0,14,0
11170,We Are Marshall,65000000,43545364,2006-12-12,124,6.7,189,5.401746,-33.01,2006,12,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,71.14223484848485,4.5,4.0,0,17.989897843244528,blockbuster,False,False,False,False,True,long,False,False,True,False,q1,True,False,False,False,5.247024072160486,0,14,0
1247,The Good Shepherd,85000000,59908565,2006-12-11,167,6.3,342,11.057536,-29.52,2006,12,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,3.0,15.385277777777778,4.666666666666667,4.0,0,18.258161826219297,blockbuster,False,False,False,False,True,epic,False,False,False,True,q3,False,False,True,False,5.83773044716594,0,14,0
1125,Dreamgirls,70000000,154937680,2006-12-25,134,6.6,292,7.739633,121.34,2006,12,4,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,18.064005814299342,blockbuster,False,False,False,False,True,long,False,False,True,False,q2,False,True,False,False,5.680172609017068,0,14,0
1646,Freedom Writers,21000000,41170784,2007-01-05,123,7.6,368,13.585233,96.05,2007,1,1,4,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.860033043306743,high,False,False,False,True,False,long,False,False,True,False,q4,False,False,False,True,5.910796644040527,1,13,0
8618,The History Boys,4000000,13401952,2006-10-02,109,6.6,66,3.403583,235.05,2006,10,4,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,4.0,0,15.201805169084134,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,4.204692619390966,0,14,0
1259,Notes on a Scandal,15000000,49469904,2006-12-25,92,6.9,239,8.593087,229.8,2006,12,4,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.52356082573315,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,5.480638923341991,0,14,0
9053,DOA: Dead or Alive,21000000,480314,2006-09-07,87,5.0,207,5.756379,-97.71,2006,9,3,3,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.860033043306743,high,False,False,False,True,False,short,True,False,False,False,q2,False,True,False,False,5.337538079701318,0,14,0
182,The Good German,32000000,5914908,2006-12-08,108,5.9,87,5.290831,-81.52,2006,12,4,4,0,1,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,6.0,0.0,0.0,0.0,0,17.281246492014,high,False,False,False,True,False,standard,False,True,False,False,q1,True,False,False,False,4.477336814478207,0,14,0
1251,Letters from Iwo Jima,19000000,68673228,2006-12-19,141,7.2,553,11.649588,261.44,2006,12,4,1,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.759949589762293,medium,False,False,True,False,False,long,False,False,True,False,q3,False,False,True,False,6.317164686747284,1,14,0
9656,Black Christmas,9000000,21510851,2006-12-25,84,4.8,119,7.888302,139.01,2006,12,4,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.012735246411598,medium,False,False,True,False,False,short,True,False,False,False,q2,False,True,False,False,4.787491742782046,0,14,0
5393,Happily N'Ever After,47000000,38085778,2006-09-14,75,4.6,108,13.139893,-18.97,2006,9,3,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,0,5.0,0.0,0.0,0.0,0,17.665658180950928,high,False,False,False,True,False,short,True,False,False,False,q4,False,False,False,True,4.691347882229144,0,14,0
14396,Code Name: The Cleaner,20000000,10337477,2007-01-05,84,4.7,78,11.107148,-48.31,2007,1,1,4,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0,118.375,3.0,4.0,0,16.811242881518265,medium,False,False,True,False,False,short,True,False,False,False,q3,False,False,True,False,4.3694478524670215,0,13,0
1931,Stomp the Yard,13000000,75511123,2007-05-16,114,6.1,90,5.607508,480.85,2007,5,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,443.4766666666667,3.0,4.0,0,16.380459992348886,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,4.51085950651685,0,13,0
13967,Miss Potter,30000000,35078241,2006-12-03,92,6.3,143,8.599342,16.93,2006,12,4,6,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,3.0,67.9125,2.0,4.0,0,17.216707972959764,high,False,False,False,True,False,standard,False,True,False,False,q3,False,False,True,False,4.969813299576001,0,14,0
9992,Arthur and the Invisibles,86000000,107944236,2006-12-13,94,6.0,663,11.621534,25.52,2006,12,4,2,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,4.0,0.0,0.0,0.0,1,18.26985786584569,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,6.498282149476434,0,14,0
8398,The Hitcher,10000000,25399945,2007-01-19,84,5.6,253,7.160967,154.0,2007,1,1,4,0,0,1,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.118095750958314,medium,False,False,True,False,False,short,True,False,False,False,q2,False,True,False,False,5.537334267018537,0,13,0
1265,Bridge to Terabithia,60000000,137587063,2007-02-16,96,7.0,1146,8.460206,129.31,2007,2,1,4,0,0,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3.0,0.0,0.0,0.0,0,17.909855136853043,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,7.044905117129371,1,13,0
27432,Killer of Sheep,100000,362222,1978-11-14,83,6.5,27,2.777856,262.22,1978,11,4,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,11.51293546492023,micro,True,False,False,False,False,short,True,False,False,False,q1,True,False,False,False,3.332204510175204,0,42,0
9757,Norbit,60000000,95673607,2007-02-08,101,5.0,434,7.667874,59.46,2007,2,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,36.78111111111111,3.6666666666666665,4.0,0,17.909855136853043,blockbuster,False,False,False,False,True,standard,False,True,False,False,q2,False,True,False,False,6.075346031088684,0,13,0
10758,Waitress,2000000,22179430,2007-05-25,108,6.6,132,11.276024,1008.97,2007,5,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,14.508658238524095,low,False,True,False,False,False,standard,False,True,False,False,q3,False,False,True,False,4.890349128221754,0,13,0
13668,Catch and Release,25000000,16158487,2006-10-20,111,5.8,109,5.953413,-35.37,2006,10,4,4,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,34.345000000000006,3.0,4.0,0,17.034386422832473,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,4.700480365792417,0,14,0
7516,Smokin' Aces,17000000,57103895,2006-12-09,109,6.4,541,7.906434,235.91,2006,12,4,5,0,1,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.648723960844016,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,6.295266001439646,0,14,0
9760,Epic Movie,20000000,86865564,2007-01-25,86,3.2,334,5.549609,334.33,2007,1,1,3,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,3.0,353.14750000000004,2.0,4.0,0,16.811242881518265,medium,False,False,True,False,False,short,True,False,False,False,q2,False,True,False,False,5.814130531825066,0,13,0
9966,The Messengers,16000000,1109660,2007-02-02,90,5.6,216,9.629399,-93.06,2007,2,1,4,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,3.0,0.0,0.0,0.0,1,16.588099342704055,medium,False,False,True,False,False,short,True,False,False,False,q3,False,False,True,False,5.37989735354046,0,13,0
1248,Hannibal Rising,50000000,82169884,2007-02-06,121,6.0,666,2.159558,64.34,2007,2,1,1,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,1,17.72753358339242,high,False,False,False,True,False,long,False,False,True,False,q1,True,False,False,False,6.502790045915623,0,13,0
2062,Ratatouille,150000000,623722818,2007-06-22,111,7.5,4510,20.50803,315.82,2007,6,2,4,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,4.0,0.0,0.0,0.0,0,18.8261458587272,blockbuster,False,False,False,False,True,standard,False,True,False,False,q4,False,False,False,True,8.414274137408396,1,13,0
2266,"Paris, je t'aime",13000000,4857367,2006-05-16,120,6.7,213,6.980486,-62.64,2006,5,2,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,16.380459992348886,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.365976015021851,0,14,0
5172,The Astronaut Farmer,13000000,11130889,2006-10-15,104,6.2,124,6.862146,-14.38,2006,10,4,6,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.380459992348886,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,4.8283137373023015,0,14,0
37725,It's a Boy Girl Thing,15500000,7385434,2006-12-26,95,6.3,279,8.960677,-52.35,2006,12,4,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,3.0,0.0,0.0,0.0,0,16.5563506464056,medium,False,False,True,False,False,standard,False,True,False,False,q3,False,False,True,False,5.634789603169249,0,14,0
40973,Myra Breckinridge,5000000,3000000,1970-06-24,94,4.8,9,0.619657,-40.0,1970,6,2,2,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,0.0,0.0,0,15.424948670398354,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,2.302585092994046,0,50,0
2016,Days of Glory,14500000,22963701,2006-05-25,128,6.7,96,10.021547,58.37,2006,5,2,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.489659276356317,medium,False,False,True,False,False,long,False,False,True,False,q3,False,False,True,False,4.574710978503383,0,14,0
9828,Unknown,3700000,3338228,2006-11-03,98,6.4,116,13.505066,-9.78,2006,11,4,4,0,1,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,4.0,0.0,0.0,0.0,0,15.123843647884687,low,False,True,False,False,False,standard,False,True,False,False,q4,False,False,False,True,4.762173934797756,0,14,0
9958,Trailer Park Boys: The Movie,5000000,3833507,2006-10-06,95,6.8,53,3.172765,-23.33,2006,10,4,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,15.424948670398354,low,False,True,False,False,False,standard,False,True,False,False,q1,True,False,False,False,3.9889840465642745,0,14,0
1250,Ghost Rider,110000000,228738393,2007-02-16,114,5.2,1754,11.902354,107.94,2007,2,1,4,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,1,0,0,4.0,0.0,0.0,0.0,1,18.5159909328476,blockbuster,False,False,False,False,True,standard,False,True,False,False,q4,False,False,False,True,7.470224135899966,0,13,0
16555,Daddy's Little Girls,10000000,31609243,2007-02-14,100,6.6,19,6.063809,216.09,2007,2,1,2,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.118095750958314,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,2.995732273553991,0,13,0
11172,Music and Lyrics,40000000,145896422,2007-02-09,96,6.2,569,7.196688,264.74,2007,2,1,4,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,17.50439003707821,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,6.345636360828596,0,13,0
3594,The Number 23,30000000,77566815,2007-02-23,101,6.3,1045,8.140941,158.56,2007,2,1,4,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,3.0,162.3927777777778,2.6666666666666665,4.0,0,17.216707972959764,high,False,False,False,True,False,standard,False,True,False,False,q2,False,True,False,False,6.952728644624869,0,13,0
10090,Reno 911!: Miami,10000000,20342161,2007-02-23,84,5.6,72,4.468247,103.42,2007,2,1,4,0,0,1,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,4.0,0.0,0.0,0.0,0,16.118095750958314,medium,False,False,True,False,False,short,True,False,False,False,q1,True,False,False,False,4.290459441148391,0,13,0
7874,Black Snake Moan,15000000,10903846,2006-12-08,116,6.6,247,7.050403,-27.31,2006,12,4,4,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,16.52356082573315,medium,False,False,True,False,False,standard,False,True,False,False,q2,False,True,False,False,5.513428746164983,0,14,0
13185,Kidulthood,994000,165000,2006-03-03,89,6.2,61,5.230003,-83.4,2006,3,1,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,1,13.809493491674422,micro,True,False,False,False,False,short,True,False,False,False,q1,True,False,False,False,4.127134385045092,0,14,0
4638,Hot Fuzz,12000000,80573774,2007-02-14,121,7.4,2252,13.535195,571.45,2007,2,1,2,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,3.0,0.0,0.0,0.0,0,16.300417291085605,medium,False,False,True,False,False,long,False,False,True,False,q4,False,False,False,True,7.720017940432244,1,13,0
1738,Next,70000000,76066841,2007-04-24,96,5.9,880,9.41746,8.67,2007,4,2,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,3.0,0.0,0.0,0.0,0,18.064005814299342,blockbuster,False,False,False,False,True,standard,False,True,False,False,q3,False,False,True,False,6.78105762593618,0,13,0
14375,Romanzo criminale,818418,4851244,2005-09-30,152,7.3,112,4.387586,492.76,2005,9,3,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0,13.615129709381346,micro,True,False,False,False,False,epic,False,False,False,True,q1,True,False,False,False,4.727387818712341,1,15,0
